Customer_ID,First_Name,Last_Name,Gender,Age,Date_of_Birth,Marital_Status,Education,Occupation,Employment_Status,Annual_Income,City,State,Region,Branch_ID,Branch_Name,Account_Type,Account_Open_Date,Customer_Tenure_Years,Account_Balance,Savings_Balance,Current_Account_Balance,Number_of_Products,Credit_Card,Debit_Card,Online_Banking,Mobile_Banking,Credit_Score,Credit_Score_Category,Existing_Loans,Outstanding_Debt,Debt_to_Income_Ratio,Loan_ID,Loan_Type,Loan_Application_Date,Loan_Amount,Interest_Rate,Loan_Tenure_Months,Monthly_Installment,Loan_Status,Approval_Date,Loan_Purpose,Risk_Category,Default_Flag,Default_Probability,Customer_Segment,Customer_Status,Last_Transaction_Date,Age_Group,Income_Group,Balance_Category,Loan_Amount_Category,Customer_Tenure_Group,Debt_to_Income_Category,Customer_Value_Category,Loan_Approval_Flag,Monthly_Income,Estimated_Annual_Interest
CUST-14571,Gary,Robinson,Male,34,1990-06-12,Single,Associate,Healthcare,Contract,75300.0,Los Angeles,CA,West,BR-015,Los Angeles Metro Branch,Money Market,2019-09-12,4.8,60930.68,39538.99,21391.69,2,No,Yes,Yes,No,801,Excellent (800-850),0,15188.01,0.2017,LN-104571,Personal Loan,2024-05-15,21800.0,10.36,36,707.12,Approved,2024-05-29,Medical Expenses,Low Risk,0,0.008,Premium,Active,2024-05-31,26-35,Middle ($60k-$100k),Healthy ($25k-$75k),Small ($10k-$25k),Established (3-7 yrs),Moderate (20-35%),Gold,1,6275.0,2258.48
CUST-16455,Emily,Thompson,Female,57,1967-04-22,Married,Master,Management,Contract,121600.0,Los Angeles,CA,West,BR-015,Los Angeles Metro Branch,Checking,2016-02-05,8.4,13628.75,10430.0,3198.75,2,Yes,Yes,Yes,Yes,609,Fair (580-669),3,54026.88,0.4443,LN-106455,Personal Loan,2021-03-16,26900.0,13.71,48,731.17,Rejected,,Wedding,High Risk,0,0.2992,Standard,Inactive,2024-03-20,51-65,Upper-Middle ($100k-$150k),Moderate ($5k-$25k),Medium ($25k-$75k),Loyal (7-10 yrs),Manageable (36-49%),Gold,0,10133.33,3687.99
CUST-11879,George,Brown,Male,34,1990-06-24,Married,Bachelor,Professional,Salaried,84300.0,New York,NY,Northeast,BR-001,NYC Metro Branch,Checking,2023-08-07,0.9,14304.35,9385.64,4918.71,5,Yes,Yes,Yes,Yes,740,Very Good (740-799),2,28560.84,0.3388,LN-101879,Home Loan,2023-01-23,230600.0,5.52,240,1588.87,Approved,2023-01-26,Home Purchase,Low Risk,0,0.008,Premium,Active,2024-06-20,26-35,Middle ($60k-$100k),Moderate ($5k-$25k),Jumbo (>=$200k),New (<1 yr),Moderate (20-35%),Silver,1,7025.0,12729.12
CUST-27662,Paul,Hernandez,Male,64,1959-11-30,Married,Bachelor,Sales,Self-Employed,88800.0,Phoenix,AZ,West,BR-014,Phoenix Valley Branch,Savings,2018-10-19,5.7,21039.72,12500.26,8539.46,3,Yes,Yes,Yes,No,709,Good (670-739),1,19047.6,0.2145,LN-117662,Home Loan,2024-06-04,322600.0,5.52,360,1835.74,Approved,2024-06-12,Home Purchase,Low Risk,0,0.008,Premium,Active,2024-05-30,51-65,Middle ($60k-$100k),Moderate ($5k-$25k),Jumbo (>=$200k),Established (3-7 yrs),Moderate (20-35%),Gold,1,7400.0,17807.52
CUST-13898,Betty,Wright,Female,18,2006-03-09,Single,Associate,Student,Unemployed,23300.0,Chicago,IL,Midwest,BR-004,Chicago Loop Branch,Savings,2023-12-31,0.5,9838.42,6708.11,3130.31,1,Yes,Yes,No,Yes,620,Fair (580-669),3,13080.62,0.5614,LN-103898,Home Loan,2022-07-30,111700.0,8.81,360,883.54,Rejected,,Home Purchase,Medium Risk,0,0.1184,Standard,Dormant,2023-06-14,18-25,Low (<$35k),Moderate ($5k-$25k),Large ($75k-$200k),New (<1 yr),Critical (>=50%),Bronze,0,1941.67,9840.77
CUST-12730,Nicholas,Green,Male,18,2005-08-27,Single,Master,Professional,Self-Employed,99700.0,Miami,FL,South,BR-010,Miami Coastal Branch,Checking,2023-12-31,0.5,7322.55,5959.7,1362.85,2,No,Yes,Yes,Yes,663,Fair (580-669),1,13579.14,0.1362,LN-102730,Personal Loan,2022-01-30,9200.0,12.09,12,817.8,Approved,2022-02-02,Debt Consolidation,Low Risk,0,0.0457,Premium,Active,2024-06-03,18-25,Middle ($60k-$100k),Moderate ($5k-$25k),Micro (<$10k),New (<1 yr),Low (<20%),Gold,1,8308.33,1112.28
CUST-23763,Kenneth,Martinez,Male,19,2005-03-18,Single,Bachelor,Sales,Salaried,67000.0,Denver,CO,West,BR-013,Denver Mile High Branch,Money Market,2023-07-01,1.0,50656.74,34045.76,16610.98,2,Yes,Yes,Yes,Yes,668,Fair (580-669),1,14887.4,0.2222,LN-113763,Home Loan,2022-10-15,291000.0,5.67,180,2404.05,Approved,2022-10-21,Refinance,Low Risk,0,0.0126,Premium,Inactive,2024-04-23,18-25,Middle ($60k-$100k),Healthy ($25k-$75k),Jumbo (>=$200k),Developing (1-3 yrs),Moderate (20-35%),Gold,1,5583.33,16499.7
CUST-16851,Larry,Perez,Male,46,1977-08-14,Married,Bachelor,Professional,Salaried,117300.0,Boston,MA,Northeast,BR-002,Boston Harbor Branch,Money Market,2021-11-24,2.6,31679.37,21269.29,10410.08,3,Yes,Yes,Yes,Yes,819,Excellent (800-850),2,23201.94,0.1978,LN-106851,Auto Loan,2024-03-07,28500.0,5.77,72,469.24,Approved,2024-03-20,Used Vehicle,Low Risk,0,0.008,Premium,Active,2024-06-11,36-50,Upper-Middle ($100k-$150k),Healthy ($25k-$75k),Medium ($25k-$75k),Developing (1-3 yrs),Low (<20%),Gold,1,9775.0,1644.45
CUST-10415,Lisa,Perez,Female,34,1989-08-15,Single,Master,Healthcare,Salaried,142700.0,Dallas,TX,South,BR-008,Dallas Commercial Branch,Savings,2022-03-13,2.3,43363.44,25404.2,17959.24,1,Yes,No,Yes,Yes,694,Good (670-739),2,32578.41,0.2283,LN-100415,Auto Loan,2024-05-12,48300.0,7.45,72,833.94,Approved,2024-05-17,Used Vehicle,Low Risk,0,0.0153,Premium,Active,2024-06-24,26-35,Upper-Middle ($100k-$150k),Healthy ($25k-$75k),Medium ($25k-$75k),Developing (1-3 yrs),Moderate (20-35%),Platinum,1,11891.67,3598.35
CUST-17888,John,Hall,Male,44,1979-10-07,Married,Bachelor,Healthcare,Salaried,98300.0,Charlotte,NC,South,BR-009,Charlotte Queen City Branch,Savings,2022-08-07,1.9,59731.37,38719.64,21011.73,2,Yes,Yes,Yes,Yes,817,Excellent (800-850),1,12847.81,0.1307,LN-107888,Home Loan,2023-10-03,410100.0,3.69,240,2418.65,Approved,2023-10-08,Home Purchase,Low Risk,0,0.008,Premium,Active,2024-06-02,36-50,Middle ($60k-$100k),Healthy ($25k-$75k),Jumbo (>=$200k),Developing (1-3 yrs),Low (<20%),Gold,1,8191.67,15132.69
CUST-16387,Emma,Baker,Female,50,1974-04-19,Single,High School,Logistics,Unemployed,20000.0,New York,NY,Northeast,BR-001,NYC Metro Branch,Money Market,2021-03-13,3.3,5780.87,3535.08,2245.79,2,No,Yes,Yes,No,627,Fair (580-669),2,7862.0,0.3931,LN-106387,Home Loan,2023-10-19,57900.0,7.4,240,462.9,Rejected,,Home Purchase,Medium Risk,0,0.0509,Standard,Active,2024-06-22,36-50,Low (<$35k),Moderate ($5k-$25k),Medium ($25k-$75k),Established (3-7 yrs),Manageable (36-49%),Bronze,0,1666.67,4284.6
CUST-20262,Katherine,Wright,Female,50,1974-04-11,Married,Bachelor,Sales,Salaried,87000.0,Chicago,IL,Midwest,BR-004,Chicago Loop Branch,Savings,2023-08-07,0.9,4974.13,4055.41,918.72,5,Yes,Yes,Yes,Yes,717,Good (670-739),1,16904.1,0.1943,LN-110262,Auto Loan,2024-02-19,22200.0,6.37,60,433.02,Pending,,Used Vehicle,Low Risk,0,0.0088,Premium,Active,2024-06-06,36-50,Middle ($60k-$100k),Low (<$5k),Small ($10k-$25k),New (<1 yr),Low (<20%),Gold,0,7250.0,1414.14
CUST-26877,George,Lee,Male,43,1980-08-30,Divorced,Bachelor,Sales,Salaried,67600.0,Miami,FL,South,BR-010,Miami Coastal Branch,Savings,2019-12-31,4.5,10893.62,6805.64,4087.98,3,Yes,Yes,Yes,Yes,688,Good (670-739),1,28337.92,0.4192,LN-116877,Education Loan,2022-01-16,29400.0,7.12,180,266.23,Approved,2022-01-29,Undergraduate Studies,Low Risk,0,0.0451,Standard,Active,2024-05-31,36-50,Middle ($60k-$100k),Moderate ($5k-$25k),Medium ($25k-$75k),Established (3-7 yrs),Manageable (36-49%),Silver,1,5633.33,2093.28
CUST-15068,Justin,Sanchez,Male,58,1965-09-30,Married,High School,Services,Salaried,31900.0,Los Angeles,CA,West,BR-015,Los Angeles Metro Branch,Money Market,2018-11-24,5.6,18305.17,14410.98,3894.19,5,No,Yes,Yes,Yes,695,Good (670-739),3,8198.3,0.257,LN-105068,Personal Loan,2022-08-23,8600.0,12.19,24,405.6,Pending,,Home Renovation,Low Risk,0,0.0484,Standard,Active,2024-05-21,51-65,Low (<$35k),Moderate ($5k-$25k),Micro (<$10k),Established (3-7 yrs),Moderate (20-35%),Silver,0,2658.33,1048.34
CUST-16486,Gary,Thomas,Male,42,1982-04-02,Married,Master,Professional,Self-Employed,71200.0,Atlanta,GA,South,BR-007,Atlanta Midtown Branch,Checking,2017-09-12,6.8,27758.61,21853.49,5905.12,2,Yes,Yes,Yes,Yes,828,Excellent (800-850),0,17365.68,0.2439,LN-106486,Business Loan,2024-05-25,90000.0,7.43,24,4047.1,Approved,2024-06-05,Working Capital,Low Risk,0,0.008,Standard,Active,2024-06-03,36-50,Middle ($60k-$100k),Healthy ($25k-$75k),Large ($75k-$200k),Established (3-7 yrs),Moderate (20-35%),Silver,1,5933.33,6687.0
CUST-16334,Edward,Hill,Male,50,1973-08-12,Married,Associate,Administrative,Salaried,60200.0,Chicago,IL,Midwest,BR-004,Chicago Loop Branch,Checking,2017-09-12,6.8,35036.03,24624.42,10411.61,1,Yes,Yes,Yes,Yes,692,Good (670-739),2,26656.56,0.4428,LN-106334,Personal Loan,2023-11-18,10700.0,13.31,60,245.16,Approved,2023-11-29,Major Purchase,Medium Risk,0,0.1125,Premium,Active,2024-05-28,36-50,Middle ($60k-$100k),Healthy ($25k-$75k),Small ($10k-$25k),Established (3-7 yrs),Manageable (36-49%),Silver,1,5016.67,1424.17
CUST-22559,Michelle,Hill,Female,68,1955-11-01,Married,Bachelor,Sales,Contract,82000.0,Denver,CO,West,BR-013,Denver Mile High Branch,Checking,2005-10-18,18.7,12532.8,9865.96,2666.84,4,Yes,Yes,Yes,Yes,768,Very Good (740-799),1,16900.2,0.2061,LN-112559,Business Loan,2022-08-15,96400.0,7.23,60,1919.31,Approved,2022-08-25,Equipment Purchase,Low Risk,0,0.0084,Premium,Active,2024-05-27,65+,Middle ($60k-$100k),Moderate ($5k-$25k),Large ($75k-$200k),Veteran (10+ yrs),Moderate (20-35%),Silver,1,6833.33,6969.72
CUST-15933,Gregory,White,Male,38,1985-12-11,Single,High School,Services,Salaried,20700.0,Chicago,IL,Midwest,BR-004,Chicago Loop Branch,Money Market,2024-02-05,0.4,7816.17,4688.15,3128.02,4,No,Yes,Yes,Yes,783,Very Good (740-799),1,2926.98,0.1414,LN-105933,Home Loan,2022-03-30,65400.0,4.31,180,493.98,Approved,2022-04-04,Home Purchase,Low Risk,0,0.008,Emerging,Inactive,2024-01-29,36-50,Low (<$35k),Moderate ($5k-$25k),Medium ($25k-$75k),New (<1 yr),Low (<20%),Bronze,1,1725.0,2818.74
CUST-23103,Frank,Robinson,Male,39,1984-07-09,Married,Bachelor,Finance,Self-Employed,148300.0,San Francisco,CA,West,BR-011,San Francisco Tech Branch,Savings,2019-10-19,4.7,54812.49,45599.6,9212.89,3,Yes,No,Yes,Yes,685,Good (670-739),3,49962.27,0.3369,LN-113103,Auto Loan,2022-11-24,47900.0,7.69,48,1162.42,Approved,2022-11-28,New Vehicle,Low Risk,0,0.0276,Premium,Active,2024-05-26,36-50,Upper-Middle ($100k-$150k),Healthy ($25k-$75k),Medium ($25k-$75k),Established (3-7 yrs),Moderate (20-35%),Platinum,1,12358.33,3683.51
CUST-18066,Brandon,Wright,Male,53,1971-04-10,Single,High School,Services,Salaried,44700.0,Seattle,WA,West,BR-012,Seattle Sound Branch,Certificate of Deposit,2022-10-19,1.7,36641.73,22160.72,14481.01,4,No,No,No,Yes,732,Good (670-739),3,7013.43,0.1569,LN-108066,Business Loan,2022-03-21,49900.0,9.04,36,1587.74,Approved,2022-03-25,Working Capital,Low Risk,0,0.0131,Premium,Active,2024-06-22,51-65,Lower-Middle ($35k-$60k),Healthy ($25k-$75k),Medium ($25k-$75k),Developing (1-3 yrs),Low (<20%),Silver,1,3725.0,4510.96
CUST-23091,Jason,Smith,Male,36,1988-04-14,Single,Bachelor,Healthcare,Salaried,76900.0,New York,NY,Northeast,BR-001,NYC Metro Branch,Checking,2023-05-26,1.1,13544.99,10960.29,2584.7,3,Yes,Yes,Yes,Yes,732,Good (670-739),0,19225.0,0.25,LN-113091,Home Loan,2024-03-15,251700.0,5.1,360,1366.6,Approved,2024-03-27,Home Purchase,Low Risk,0,0.008,Emerging,Active,2024-05-30,36-50,Middle ($60k-$100k),Moderate ($5k-$25k),Jumbo (>=$200k),Developing (1-3 yrs),Moderate (20-35%),Silver,1,6408.33,12836.7
CUST-29612,Michael,Harris,Male,39,1984-07-20,Married,Associate,Healthcare,Salaried,75000.0,Charlotte,NC,South,BR-009,Charlotte Queen City Branch,Money Market,2021-10-18,2.7,28050.03,17013.86,11036.17,2,Yes,Yes,Yes,Yes,779,Very Good (740-799),0,16080.0,0.2144,LN-119612,Home Loan,2022-12-29,328200.0,4.16,360,1597.3,Approved,2023-01-10,Home Purchase,Low Risk,0,0.008,Standard,Active,2024-06-19,36-50,Middle ($60k-$100k),Healthy ($25k-$75k),Jumbo (>=$200k),Developing (1-3 yrs),Moderate (20-35%),Silver,1,6250.0,13653.12
CUST-11788,Nancy,Hall,Female,38,1986-06-21,Married,Bachelor,Management,Salaried,87000.0,Boston,MA,Northeast,BR-002,Boston Harbor Branch,Savings,2022-02-05,2.4,13417.94,10192.4,3225.54,2,Yes,Yes,Yes,Yes,778,Very Good (740-799),0,13589.4,0.1562,LN-101788,Personal Loan,2024-02-15,24300.0,10.37,36,788.32,Approved,2024-02-29,Wedding,Low Risk,0,0.0088,Premium,Active,2024-06-14,36-50,Middle ($60k-$100k),Moderate ($5k-$25k),Small ($10k-$25k),Developing (1-3 yrs),Low (<20%),Gold,1,7250.0,2519.91
CUST-10037,Kenneth,Smith,Male,49,1974-07-27,Divorced,High School,Skilled Labor,Salaried,55100.0,New York,NY,Northeast,BR-001,NYC Metro Branch,Savings,2014-07-01,10.0,32537.43,18594.0,13943.43,2,Yes,Yes,Yes,Yes,620,Fair (580-669),2,27164.3,0.493,LN-100037,Home Loan,2021-09-26,185900.0,8.33,180,1812.15,Rejected,,Refinance,Medium Risk,0,0.0884,Standard,Active,2024-06-03,36-50,Lower-Middle ($35k-$60k),Healthy ($25k-$75k),Large ($75k-$200k),Veteran (10+ yrs),Manageable (36-49%),Silver,0,4591.67,15485.47
CUST-17768,Jacob,Baker,Male,42,1981-08-23,Married,High School,Logistics,Salaried,28300.0,New York,NY,Northeast,BR-001,NYC Metro Branch,Checking,2016-12-30,7.5,5212.59,3365.88,1846.71,5,No,Yes,Yes,Yes,714,Good (670-739),3,3650.7,0.129,LN-107768,Auto Loan,2023-03-04,6100.0,6.69,36,187.49,Approved,2023-03-14,New Vehicle,Low Risk,0,0.008,Standard,Active,2024-06-19,36-50,Low (<$35k),Moderate ($5k-$25k),Micro (<$10k),Loyal (7-10 yrs),Low (<20%),Bronze,1,2358.33,408.09
CUST-14188,Christine,Harris,Female,32,1992-04-08,Married,Master,Management,Salaried,76800.0,Boston,MA,Northeast,BR-002,Boston Harbor Branch,Certificate of Deposit,2024-02-05,0.4,49814.32,28563.41,21250.91,2,Yes,No,No,No,765,Very Good (740-799),0,9730.56,0.1267,LN-104188,Personal Loan,2022-07-30,20400.0,10.36,48,520.93,Approved,2022-08-02,Debt Consolidation,Low Risk,0,0.0093,Premium,Active,2024-05-21,26-35,Middle ($60k-$100k),Healthy ($25k-$75k),Small ($10k-$25k),New (<1 yr),Low (<20%),Gold,1,6400.0,2113.44
CUST-25870,Alexander,Walker,Male,18,2005-10-04,Single,High School,Services,Salaried,22000.0,Miami,FL,South,BR-010,Miami Coastal Branch,Money Market,2023-12-31,0.5,3892.57,2397.18,1495.39,5,Yes,Yes,No,No,582,Fair (580-669),2,10909.8,0.4959,LN-115870,Education Loan,2021-10-27,10100.0,9.25,180,103.95,Rejected,,Graduate School,High Risk,0,0.2575,High Risk,Dormant,2023-01-29,18-25,Low (<$35k),Low (<$5k),Small ($10k-$25k),New (<1 yr),Manageable (36-49%),Bronze,0,1833.33,934.25
CUST-11556,Kenneth,Flores,Male,34,1989-09-22,Married,Bachelor,Professional,Self-Employed,88600.0,New York,NY,Northeast,BR-001,NYC Metro Branch,Checking,2023-08-07,0.9,31425.13,20351.28,11073.85,4,Yes,Yes,Yes,No,766,Very Good (740-799),0,8000.58,0.0903,LN-101556,Home Loan,2023-09-01,235900.0,4.77,240,1527.02,Rejected,,Refinance,Low Risk,0,0.008,Premium,Active,2024-06-25,26-35,Middle ($60k-$100k),Healthy ($25k-$75k),Jumbo (>=$200k),New (<1 yr),Low (<20%),Gold,0,7383.33,11252.43
CUST-17253,George,Garcia,Male,19,2005-04-12,Married,Bachelor,Professional,Salaried,68100.0,Charlotte,NC,South,BR-009,Charlotte Queen City Branch,Savings,2023-11-24,0.6,29741.26,21812.85,7928.41,2,Yes,Yes,Yes,Yes,716,Good (670-739),0,13109.25,0.1925,LN-107253,Home Loan,2022-07-18,211800.0,5.19,180,1695.94,Approved,2022-07-24,Refinance,Low Risk,0,0.008,Emerging,Inactive,2024-03-05,18-25,Middle ($60k-$100k),Healthy ($25k-$75k),Jumbo (>=$200k),New (<1 yr),Low (<20%),Silver,1,5675.0,10992.42
CUST-16399,Larry,Torres,Male,47,1977-01-30,Widowed,Master,Technology,Salaried,108200.0,Atlanta,GA,South,BR-007,Atlanta Midtown Branch,Savings,2023-05-26,1.1,40723.58,26704.8,14018.78,5,Yes,Yes,Yes,Yes,723,Good (670-739),0,25026.66,0.2313,LN-106399,Business Loan,2023-05-28,74800.0,8.84,84,1197.4,Approved,2023-06-02,Business Expansion,Low Risk,0,0.0198,Premium,Active,2024-05-17,36-50,Upper-Middle ($100k-$150k),Healthy ($25k-$75k),Medium ($25k-$75k),Developing (1-3 yrs),Moderate (20-35%),Gold,1,9016.67,6612.32
CUST-26496,Justin,Allen,Male,51,1972-12-03,Married,High School,Skilled Labor,Salaried,36400.0,Minneapolis,MN,Midwest,BR-006,Minneapolis Gateway Branch,Savings,2012-11-24,11.6,26740.75,18565.9,8174.85,4,No,Yes,Yes,Yes,704,Good (670-739),1,13569.92,0.3728,LN-116496,Home Loan,2021-06-23,144900.0,5.91,360,860.38,Rejected,,Refinance,Low Risk,0,0.0145,Standard,Active,2024-05-31,51-65,Lower-Middle ($35k-$60k),Healthy ($25k-$75k),Large ($75k-$200k),Veteran (10+ yrs),Manageable (36-49%),Silver,0,3033.33,8563.59
CUST-19682,Anthony,Gonzalez,Male,22,2002-03-28,Single,Bachelor,Sales,Salaried,61900.0,Seattle,WA,West,BR-012,Seattle Sound Branch,Checking,2020-06-30,4.0,1856.14,1386.72,469.42,2,No,Yes,No,Yes,650,Fair (580-669),1,23998.63,0.3877,LN-109682,Education Loan,2021-02-16,16500.0,8.08,60,335.19,Rejected,,Undergraduate Studies,Medium Risk,0,0.0711,Standard,Active,2024-05-23,18-25,Middle ($60k-$100k),Low (<$5k),Small ($10k-$25k),Established (3-7 yrs),Manageable (36-49%),Silver,0,5158.33,1333.2
CUST-26711,Angela,King,Female,59,1965-06-30,Widowed,Bachelor,Professional,Self-Employed,139000.0,Minneapolis,MN,Midwest,BR-006,Minneapolis Gateway Branch,Checking,2013-11-24,10.6,71326.76,49745.96,21580.8,5,Yes,No,Yes,No,758,Very Good (740-799),2,26382.2,0.1898,LN-116711,Personal Loan,2021-08-20,29800.0,11.63,24,1397.65,Approved,2021-08-23,Wedding,Low Risk,0,0.0148,High Value,Active,2024-05-26,51-65,Upper-Middle ($100k-$150k),Healthy ($25k-$75k),Medium ($25k-$75k),Veteran (10+ yrs),Low (<20%),Gold,1,11583.33,3465.74
CUST-13709,Larry,Adams,Male,49,1974-12-27,Married,High School,Skilled Labor,Salaried,47700.0,Atlanta,GA,South,BR-007,Atlanta Midtown Branch,Savings,2019-04-19,5.2,6438.88,4766.81,1672.07,1,Yes,Yes,Yes,No,643,Fair (580-669),1,30475.53,0.6389,LN-103709,Personal Loan,2021-08-30,10500.0,14.96,24,508.91,Rejected,,Wedding,Very High Risk,0,0.3976,Standard,Active,2024-06-24,36-50,Lower-Middle ($35k-$60k),Moderate ($5k-$25k),Small ($10k-$25k),Established (3-7 yrs),Critical (>=50%),Silver,0,3975.0,1570.8
CUST-27846,Eric,Lee,Male,32,1992-06-02,Married,Bachelor,Technology,Self-Employed,81700.0,Detroit,MI,Midwest,BR-005,Detroit Downtown Branch,Money Market,2018-11-24,5.6,15887.72,10620.44,5267.28,4,Yes,Yes,Yes,Yes,796,Very Good (740-799),3,9183.08,0.1124,LN-117846,Personal Loan,2023-11-02,13400.0,10.06,36,432.76,Approved,2023-11-08,Major Purchase,Low Risk,0,0.008,Premium,Active,2024-06-10,26-35,Middle ($60k-$100k),Moderate ($5k-$25k),Small ($10k-$25k),Established (3-7 yrs),Low (<20%),Silver,1,6808.33,1348.04
CUST-24844,Dorothy,Robinson,Female,55,1968-08-24,Divorced,Master,Management,Salaried,100000.0,San Francisco,CA,West,BR-011,San Francisco Tech Branch,Checking,2017-09-12,6.8,17261.03,10969.09,6291.94,3,Yes,Yes,Yes,Yes,779,Very Good (740-799),0,18050.0,0.1805,LN-114844,Personal Loan,2023-03-03,18700.0,10.91,24,870.79,Rejected,,Wedding,Low Risk,0,0.01,Premium,Active,2024-06-07,51-65,Upper-Middle ($100k-$150k),Moderate ($5k-$25k),Small ($10k-$25k),Established (3-7 yrs),Low (<20%),Gold,0,8333.33,2040.17
CUST-22246,Larry,Flores,Male,58,1966-06-25,Widowed,Master,Professional,Self-Employed,117700.0,Atlanta,GA,South,BR-007,Atlanta Midtown Branch,Checking,2021-12-30,2.5,27886.43,21717.71,6168.72,3,Yes,Yes,Yes,No,829,Excellent (800-850),2,9227.68,0.0784,LN-112246,Education Loan,2021-12-12,81900.0,4.29,84,1130.44,Approved,2021-12-26,Undergraduate Studies,Low Risk,0,0.008,Premium,Active,2024-05-25,51-65,Upper-Middle ($100k-$150k),Healthy ($25k-$75k),Large ($75k-$200k),Developing (1-3 yrs),Low (<20%),Gold,1,9808.33,3513.51
CUST-15776,Anthony,Jackson,Male,44,1979-08-23,Married,High School,Sales,Salaried,36200.0,Denver,CO,West,BR-013,Denver Mile High Branch,Savings,2020-05-25,4.1,4784.89,3345.57,1439.32,5,Yes,Yes,Yes,Yes,597,Fair (580-669),2,22462.1,0.6205,LN-105776,Home Loan,2022-08-18,123500.0,9.16,360,1007.96,Rejected,,Home Purchase,High Risk,0,0.197,High Risk,Active,2024-06-16,36-50,Lower-Middle ($35k-$60k),Low (<$5k),Large ($75k-$200k),Established (3-7 yrs),Critical (>=50%),Bronze,0,3016.67,11312.6
CUST-19791,Gary,Johnson,Male,52,1971-09-11,Single,High School,Administrative,Salaried,65100.0,Boston,MA,Northeast,BR-002,Boston Harbor Branch,Checking,2022-12-31,1.5,30379.73,21498.06,8881.67,3,No,Yes,Yes,Yes,658,Fair (580-669),2,18885.51,0.2901,LN-109791,Home Loan,2022-09-20,233600.0,6.39,360,1459.65,Rejected,,Home Improvement,Low Risk,0,0.0203,Emerging,Active,2024-06-05,51-65,Middle ($60k-$100k),Healthy ($25k-$75k),Jumbo (>=$200k),Developing (1-3 yrs),Moderate (20-35%),Silver,0,5425.0,14927.04
CUST-25181,Timothy,Hall,Male,31,1993-05-20,Single,Bachelor,Professional,Salaried,86800.0,Philadelphia,PA,Northeast,BR-003,Philadelphia Central Branch,Savings,2022-07-01,2.0,24087.07,17162.64,6924.43,1,No,Yes,No,Yes,798,Very Good (740-799),0,17733.24,0.2043,LN-115181,Business Loan,2021-05-21,87200.0,7.28,36,2703.66,Approved,2021-06-02,Business Expansion,Low Risk,0,0.008,Premium,Active,2024-06-07,26-35,Middle ($60k-$100k),Moderate ($5k-$25k),Large ($75k-$200k),Developing (1-3 yrs),Moderate (20-35%),Gold,1,7233.33,6348.16
CUST-28230,Matthew,Green,Male,45,1978-11-19,Married,Associate,Sales,Salaried,75400.0,Boston,MA,Northeast,BR-002,Boston Harbor Branch,Savings,2016-09-12,7.8,20484.67,13895.05,6589.62,1,No,Yes,Yes,Yes,769,Very Good (740-799),1,14243.06,0.1889,LN-118230,Home Loan,2023-10-14,224800.0,5.56,360,1284.87,Approved,2023-10-21,Refinance,Low Risk,0,0.008,Standard,Active,2024-06-18,36-50,Middle ($60k-$100k),Moderate ($5k-$25k),Jumbo (>=$200k),Loyal (7-10 yrs),Low (<20%),Silver,1,6283.33,12498.88
CUST-17074,Charles,Taylor,Male,39,1985-04-14,Single,Associate,Healthcare,Salaried,50400.0,Philadelphia,PA,Northeast,BR-003,Philadelphia Central Branch,Checking,2012-08-06,11.9,1550.02,963.75,586.27,3,No,Yes,Yes,No,765,Very Good (740-799),3,7721.28,0.1532,LN-107074,Personal Loan,2021-11-26,5900.0,11.01,48,152.52,Approved,2021-12-01,Debt Consolidation,Low Risk,0,0.011,Standard,Active,2024-06-15,36-50,Lower-Middle ($35k-$60k),Low (<$5k),Micro (<$10k),Veteran (10+ yrs),Low (<20%),Silver,1,4200.0,649.59
CUST-26396,Robert,Anderson,Male,62,1961-12-18,Married,Associate,Sales,Salaried,51400.0,New York,NY,Northeast,BR-001,NYC Metro Branch,Savings,2020-02-05,4.4,24697.86,18089.78,6608.08,2,Yes,Yes,No,No,749,Very Good (740-799),0,23556.62,0.4583,LN-116396,Education Loan,2024-03-30,13500.0,6.66,120,154.39,Approved,2024-04-05,Graduate School,Low Risk,0,0.0221,Standard,Active,2024-06-29,51-65,Lower-Middle ($35k-$60k),Moderate ($5k-$25k),Small ($10k-$25k),Established (3-7 yrs),Manageable (36-49%),Silver,1,4283.33,899.1
CUST-27604,Richard,Jackson,Male,59,1964-10-06,Single,High School,Sales,Salaried,49300.0,Denver,CO,West,BR-013,Denver Mile High Branch,Savings,2018-05-25,6.1,26511.68,17059.57,9452.11,2,Yes,Yes,Yes,Yes,742,Very Good (740-799),1,12724.33,0.2581,LN-117604,Personal Loan,2023-06-16,7800.0,11.69,36,257.92,Approved,2023-06-20,Debt Consolidation,Low Risk,0,0.0246,Standard,Active,2024-06-13,51-65,Lower-Middle ($35k-$60k),Healthy ($25k-$75k),Micro (<$10k),Established (3-7 yrs),Moderate (20-35%),Silver,1,4108.33,911.82
